registro_id,fecha,proveedor,categoria,importe,moneda,vencimiento,pago
FIN055-001313,2025-12-11,P08,material,3224.07,PEN,2026-01-25,
FIN055-001314,2025-12-11,P12,servicio,529.13,PEN,2025-12-26,
FIN055-001315,2025-12-12,P06,material,905.4,USD,2025-12-27,
FIN055-001316,2025-12-13,P06,servicio,125.49,PEN,2026-01-12,
FIN055-001317,2025-12-13,P11,material,708.39,PEN,2026-01-12,
FIN055-001318,2025-12-14,P12,servicio,1413.12,PEN,2026-01-28,
FIN055-001319,2025-12-14,P09,servicio,779.07,PEN,2026-01-13,
FIN055-001320,2025-12-15,P09,alquiler,65.4,PEN,2026-01-29,
FIN055-001321,2025-12-15,P09,material,298.92,PEN,2026-01-29,
FIN055-001322,2025-12-16,P05,servicio,1356.54,PEN,2026-01-30,
FIN055-001323,2025-12-16,P05,alquiler,1919.61,PEN,2026-01-30,
FIN055-001324,2025-12-17,P05,material,2686.79,PEN,2026-01-01,
FIN055-001325,2025-12-17,P12,alquiler,746.68,PEN,2026-01-31,
FIN055-001326,2025-12-18,P03,servicio,168.93,PEN,2026-02-01,
FIN055-001327,2025-12-19,P01,servicio,2302.58,PEN,2026-01-18,
FIN055-001328,2025-12-19,P08,alquiler,519.61,PEN,2026-01-18,
FIN055-001329,2025-12-20,P08,servicio,,PEN,2026-01-19,
FIN055-001330,2025-12-20,P04,servicio,358.52,PEN,2026-01-04,
FIN055-001331,2025-12-21,P08,material,211.56,USD,2026-02-04,
FIN055-001332,2025-12-21,P12,material,451.4,PEN,2026-01-20,
FIN055-001333,2025-12-22,P08,servicio,711.17,PEN,2026-01-06,
FIN055-001334,2025-12-22,P01,servicio,164.46,PEN,2026-01-21,
FIN055-001335,2025-12-23,P02,material,1172.61,PEN,2026-01-22,
FIN055-001336,2025-12-23,P02,servicio,115.25,PEN,2026-01-07,
FIN055-001337,2025-12-24,P07,material,473.72,USD,2026-01-08,
FIN055-001338,2025-12-24,P03,material,219.5,PEN,2026-01-08,2025-12-28
FIN055-001339,2025-12-25,P06,material,405.57,PEN,2026-01-24,
FIN055-001340,2025-12-26,P11,servicio,248.73,PEN,2026-01-10,
FIN055-001341,2025-12-26,P11,alquiler,1228.95,PEN,2026-02-09,
FIN055-001342,2025-12-27,P01,material,821.6,PEN,2026-01-11,
FIN055-001343,2025-12-27,P05,servicio,590.66,PEN,2026-01-11,
FIN055-001344,2025-12-28,P07,servicio,648.27,PEN,2026-01-27,
FIN055-001345,2025-12-28,P03,alquiler,922.4,USD,2026-01-27,
FIN055-001346,2025-12-29,P11,material,1951.63,PEN,2026-01-13,
FIN055-001347,2025-12-29,P01,material,235.76,USD,2026-01-28,
FIN055-001348,2025-12-30,P02,alquiler,302.44,PEN,2026-01-14,
FIN055-001349,2025-12-30,P08,alquiler,98.09,USD,2026-01-14,
FIN055-001350,2025-12-31,P11,servicio,480.81,PEN,2026-01-15,
